original_index,before_lat,before_lon,after_lat,after_lon,time
51,22.555274869006027,113.91954694341175,22.555285970191374,113.91954722287893,1547947039.0
52,22.555171604625357,113.92075966171292,22.555205025072063,113.92076321924682,1547947069.0
53,22.555197515239204,113.92117156622294,22.555168722615516,113.92116911424387,1547947079.0
54,22.55513630816613,113.92212534553332,22.55509756121087,113.92212181871022,1547947089.0
55,22.555093096986926,113.9231011204076,22.555013513301233,113.92309825416032,1547947099.0
56,22.554994825396342,113.92435983109252,22.554976599756287,113.9243594685942,1547947119.0
57,22.55498977617547,113.92458877860967,22.55497071341409,113.9245873793837,1547947129.0
58,22.554970699053506,113.92494769642623,22.55498125267847,113.92494834797142,1547947139.0
59,22.554950627173728,113.92528261984144,22.55496315328534,113.92528339318032,1547947149.0
60,22.554945587970817,113.92546557804873,22.554953283386837,113.9254660531558,1547947159.0
61,22.55494149813474,113.9258854822497,22.554952232708768,113.92588457725535,1547947199.0
62,22.55497345746311,113.92607643873775,22.554975969610776,113.9260760616136,1547947209.0
63,22.55499841679691,113.92626739526193,22.555000208668883,113.92626712627087,1547947219.0
64,22.555011395731768,113.92636637274154,22.555012772535594,113.92636616606147,1547947229.0
65,22.55506133902241,113.92663331205273,22.555050180119235,113.92663252634063,1547947269.0
66,22.555055298546577,113.92682326891284,22.55503852123369,113.92682208758818,1547947279.0
67,22.555050274059298,113.92693824281999,22.555031457729964,113.92693691791493,1547947289.0
68,22.55503821895308,113.92719718410524,22.55501554379257,113.92719558746539,1547947299.0
69,22.555023150745363,113.92751811143387,22.554995814970535,113.9275161865864,1547947309.0
70,22.555004071399033,113.9278920269049,22.554972815446128,113.9278898259689,1547947319.0
71,22.554930595656206,113.93014951999405,22.55495101670886,113.9301488334821,1547947349.0
72,22.554970374613045,113.93120928420637,22.554991322376715,113.93120833727036,1547947359.0
73,22.554976360284748,113.93127826890915,22.554993884007807,113.93127747676694,1547947360.0
74,22.554988280985565,113.93166018433868,22.55500802633295,113.9316592918406,1547947369.0
75,22.554997230435262,113.9319041304247,22.55501705835695,113.93190323423937,1547947379.0
76,22.55501012789295,113.93240002108641,22.555035401246915,113.93239887889452,1547947389.0
77,22.55493789387704,113.93353577201509,22.554917754045153,113.93353686532569,1547947409.0
78,22.55496071310812,113.93442057931284,22.554950984736433,113.93442087519071,1547947419.0
79,22.554968525520398,113.93534437943373,22.554986863713165,113.9353435905915,1547947429.0
80,22.5549564361775,113.93578628431251,22.555007915676956,113.9357827696101,1547947439.0
81,22.554979379449822,113.9360682237906,22.5550186604706,113.93606643882116,1547947459.0
82,22.55500922786278,113.9368240622093,22.55504747426307,113.93682273079013,1547947479.0
83,22.555050167074764,113.93712899729711,22.55505602848157,113.93712879326773,1547947569.0
84,22.55505715193864,113.93720498114801,22.555057899110306,113.93720497061281,1547947579.0
85,22.555063120070347,113.93736494718421,22.55505953663955,113.93736499770648,1547947589.0
86,22.555063059393813,113.93766988256813,22.555061784439957,113.93766987242239,1547947639.0
87,22.555044013865032,113.93789883416504,22.555059804577624,113.93789895984824,1547947739.0
88,22.555035962331146,113.93815877932315,22.55505094900633,113.93815934646236,1547947749.0
89,22.55503194570063,113.93824276163154,22.555048075005853,113.93824337201889,1547947759.0
90,22.555024924724083,113.93834873932512,22.55504444529312,113.9383494780611,1547947769.0
91,22.554999861302974,113.93866967190166,22.555029663334565,113.93867145706695,1547947849.0
92,22.55495978013236,113.93908158564719,22.555007738405713,113.93908445848193,1547947929.0
93,22.554953777165306,113.93909658251343,22.555006925608996,113.93909976625774,1547947939.0
94,22.554923763512797,113.93916556810399,22.555003178990724,113.93917032534551,1547947949.0
95,22.554923681484514,113.93958448077574,22.554978487073846,113.93958860731013,1547948079.0
96,22.554896572820404,113.94014136521318,22.55492079041584,113.94014126363008,1547948089.0
97,22.554852408650728,113.94098819065546,22.554863168263267,113.94098902683706,1547948099.0
