busID,lon,lat,time
BS00372D,114.058426,22.67705,1547985510.0
BS00372D,114.058762,22.67742,1547985520.0
BS00372D,114.05925,22.677971,1547985540.0
BS00372D,114.059898,22.678911,1547985550.0
BS00372D,114.061531,22.677929,1547985570.0
BS00372D,114.061684,22.677805,1547985580.0
BS00373D,113.939522,22.570757,1547942732.0
BS00373D,113.9394,22.570431,1547942742.0
BS00373D,113.939369,22.570107,1547942752.0
BS00373D,113.939095,22.57008,1547942762.0
BS00373D,113.938835,22.570087,1547942772.0
BS00373D,113.938538,22.568991,1547942802.0
BS00373D,113.937813,22.568895,1547942812.0
BS00373D,113.936867,22.568913,1547942822.0
BS00373D,113.936714,22.569675,1547942832.0
BS00373D,113.936714,22.570692,1547942842.0
BS00373D,113.936699,22.571159,1547942852.0
BS00373D,113.936447,22.571527,1547942882.0
BS00373D,113.935509,22.571527,1547942892.0
BS00373D,113.934616,22.571568,1547942902.0
BS00373D,113.934174,22.572006,1547942912.0
BS00373D,113.934166,22.573112,1547942922.0
BS00373D,113.934113,22.575075,1547942952.0
BS00373D,113.934105,22.575359,1547942992.0
BS00373D,113.934158,22.576141,1547943002.0
BS00373D,113.934158,22.576311,1547943032.0
BS00373D,113.934181,22.57671,1547943042.0
BS00373D,113.934166,22.577467,1547943052.0
BS00373D,113.934181,22.577715,1547943062.0
BS00373D,113.934105,22.578455,1547943072.0
BS00373D,113.933746,22.579571,1547943082.0
BS00373D,113.933624,22.579796,1547943084.0
BS00373D,113.932999,22.580666,1547943092.0
BS00373D,113.932671,22.581766,1547943112.0
BS00373D,113.932663,22.582054,1547943142.0
BS00373D,113.932732,22.582663,1547943152.0
BS00373D,113.932724,22.582899,1547943162.0
BS00373D,113.932762,22.583195,1547943172.0
BS00373D,113.934273,22.583204,1547943202.0
BS00373D,113.934761,22.583214,1547943212.0
BS00373D,113.935104,22.583172,1547943222.0
BS00373D,113.936691,22.583206,1547943262.0
BS00373D,113.937653,22.583214,1547943272.0
BS00373D,113.93821,22.583235,1547943282.0
BS00373D,113.938553,22.583261,1547943302.0
BS00373D,113.939316,22.583279,1547943312.0
BS00373D,113.940041,22.583284,1547943322.0
BS00373D,113.941223,22.58333,1547943342.0
BS00373D,113.941872,22.583366,1547943352.0
BS00373D,113.942535,22.583485,1547943362.0
BS00373D,113.942848,22.58349,1547943372.0
BS00373D,113.943558,22.583479,1547943502.0
BS00373D,113.94445,22.583397,1547943512.0
BS00373D,113.945259,22.583403,1547943522.0
BS00373D,113.945915,22.583405,1547943532.0
BS00373D,113.946129,22.583401,1547943542.0
BS00373D,113.946785,22.583485,1547943572.0
BS00373D,113.946999,22.583551,1547943582.0
BS00373D,113.947403,22.58354,1547943622.0
BS00373D,113.949165,22.583525,1547943652.0
BS00373D,113.949196,22.583508,1547943662.0
BS00373D,113.949417,22.583052,1547943672.0
BS00373D,113.949348,22.582535,1547943682.0
BS00373D,113.949333,22.58234,1547943692.0
BS00373D,113.94931,22.582211,1547943702.0
BS00373D,113.94928,22.581934,1547943762.0
BS00373D,113.949234,22.581776,1547943772.0
BS00373D,113.949219,22.581415,1547943812.0
BS00373D,113.949234,22.580832,1547943822.0
BS00373D,113.949196,22.580008,1547943832.0
BS00373D,113.949066,22.579332,1547943842.0
BS00373D,113.948471,22.57847,1547943872.0
BS00373D,113.94838,22.578293,1547943882.0
BS00373D,113.948128,22.577995,1547943892.0
BS00373D,113.947762,22.577593,1547943902.0
BS00373D,113.94735,22.577154,1547943912.0
BS00373D,113.947311,22.577127,1547943922.0
BS00373D,113.947128,22.576824,1547943942.0
BS00373D,113.947426,22.576511,1547943952.0
BS00373D,113.947769,22.576254,1547943962.0
BS00373D,113.948303,22.575914,1547943972.0
BS00373D,113.948441,22.575855,1547943982.0
BS00373D,113.948479,22.575855,1547943992.0
BS00373D,113.949585,22.575953,1547944022.0
BS00373D,113.94957,22.576775,1547944032.0
BS00373D,113.94957,22.577099,1547944042.0
BS00373D,113.949532,22.577377,1547944052.0
BS00373D,113.949493,22.5783,1547944062.0
BS00373D,113.949539,22.579052,1547944072.0
BS00373D,113.949951,22.579508,1547944102.0
BS00373D,113.950684,22.579224,1547944112.0
BS00373D,113.950829,22.579159,1547944122.0
BS00373D,113.950844,22.579149,1547944172.0
BS00373D,113.951073,22.579042,1547944182.0
BS00373D,113.951279,22.578949,1547944192.0
BS00373D,113.951607,22.578785,1547944202.0
BS00373D,113.951813,22.578686,1547944212.0
BS00373D,113.952248,22.578211,1547944242.0
BS00373D,113.952255,22.578157,1547944243.0
BS00373D,113.952309,22.577591,1547944252.0
BS00373D,113.952415,22.577057,1547944262.0
BS00373D,113.952461,22.576979,1547944282.0
BS00373D,113.952606,22.576685,1547944292.0
BS00373D,113.952652,22.576534,1547944322.0
BS00373D,113.953194,22.575596,1547944402.0
BS00373D,113.95343,22.575169,1547944412.0
BS00373D,113.953789,22.574797,1547944422.0
BS00373D,113.954079,22.574566,1547944452.0
BS00373D,113.954239,22.574421,1547944462.0
BS00373D,113.954445,22.574198,1547944482.0
BS00373D,113.954727,22.57391,1547944492.0
BS00373D,113.955162,22.573483,1547944502.0
BS00373D,113.955353,22.572214,1547944532.0
