original_index,before_lat,before_lon,after_lat,after_lon,time
0,22.54346327946035,113.95252997471083,22.54344137762094,113.95253037960856,1547943706.0
2,22.543141296145517,113.95242299377948,22.54343985851284,113.95241747402801,1547943728.0
3,22.543177371904484,113.95197307407823,22.543433810657717,113.95196833218938,1547943736.0
4,22.543267479655945,113.95133918813893,22.543420868093865,113.95133492589008,1547943746.0
5,22.543387602787668,113.95062231842962,22.543420757773912,113.95062283076471,1547943756.0
6,22.543477663644506,113.9502713827038,22.543425390310954,113.95027279627097,1547943766.0
7,22.54353072465987,113.94992044730715,22.54341810616468,113.94992349304356,1547943776.0
8,22.543568728799688,113.94989745154597,22.54341764815892,113.94990153750918,1547943806.0
9,22.543562865897353,113.94911259725106,22.543400838361382,113.94912450645523,1547943836.0
10,22.543670253730077,113.9469380090461,22.543402389022198,113.94695608942696,1547943866.0
11,22.543682299357364,113.94668605750734,22.543388638880643,113.94670439289831,1547943876.0
12,22.543556351323282,113.94639711329208,22.543373473318283,113.94640853042823,1547943946.0
13,22.54342438703979,113.94619815182651,22.543362885847877,113.94620199148625,1547943956.0
14,22.543319477292602,113.94570224824419,22.543344323422108,113.94570141721442,1547943966.0
15,22.543296631752,113.94486341261579,22.543317586259825,113.94486227109492,1547943976.0
16,22.543291821987435,113.94384161499718,22.54328275293027,113.94384196336814,1547943986.0
17,22.54326897836164,113.94300978146377,22.54324534934996,113.94301116716463,1547943996.0
18,22.543349360158178,113.94101118742947,22.54338671692876,113.94102720356506,1547944026.0
19,22.543564399185556,113.94081322806207,22.54357442110914,113.94082960398768,1547944036.0
20,22.544131396924243,113.94083622326187,22.544127857737802,113.94068360871361,1547944046.0
21,22.544701399114885,113.94083622318847,22.544702332049216,113.94066943530996,1547944056.0
22,22.544838410070323,113.94078223427151,22.544839037628332,113.94067001686678,1547944066.0
23,22.544970423718087,113.94071424824152,22.544970667877546,113.94067057683382,1547944076.0
24,22.545500433294684,113.94067525619973,22.54550031681512,113.94066908670679,1547944176.0
25,22.54592443337613,113.94068325449867,22.54592325013674,113.9406526913337,1547944186.0
26,22.546267446492166,113.94062226701382,22.54626755774566,113.94063961152021,1547944196.0
27,22.546296449505956,113.94060727009953,22.546296655139905,113.94063932691056,1547944206.0
28,22.546559460967984,113.94055328119168,22.54656037628483,113.94063663903212,1547944246.0
29,22.54683445892608,113.94056927785935,22.54683515295487,113.94063248469377,1547944256.0
30,22.546925457920327,113.94057627640542,22.54692606000418,113.9406311102693,1547944326.0
31,22.547551444068777,113.94066025902451,22.54755102032768,113.94062166143287,1547944336.0
32,22.54832544413597,113.9406752558372,22.548324400663446,113.94060990622512,1547944346.0
33,22.54884646528843,113.94057627615949,22.548846817420394,113.9405990470732,1547944356.0
34,22.549399488131467,113.94046929814766,22.549401320275685,113.94058775606752,1547944366.0
35,22.550654488481996,113.94049229324361,22.550655017245525,113.94056162850862,1547944396.0
36,22.551205514241577,113.9403703183476,22.55120692660748,113.94055545017892,1547944406.0
37,22.551652520414024,113.94034732303999,22.55165426855775,113.94055021534868,1547944416.0
38,22.551982527497827,113.94031732919436,22.551984465915314,113.94054617670538,1547944426.0
40,22.552208540203978,113.94025634177056,22.552210972242285,113.94054341851611,1547944486.0
41,22.552634546299984,113.94023334647099,22.55263712936358,113.9405382291322,1547944496.0
42,22.553591547045265,113.94024834324838,22.553595798070152,113.94051947599866,1547944526.0
43,22.55387653027533,113.9403403242021,22.553879247244915,113.9405136354673,1547944536.0
44,22.553908524577345,113.94037031800276,22.55391076106702,113.9405129861165,1547944546.0
46,22.55418450197939,113.94049229279149,22.554184878882218,113.9405043103065,1547944566.0
47,22.55452650018525,113.94050828944803,22.554525958706005,113.9404910243417,1547944576.0
48,22.55464849929491,113.94051528798894,22.55464758973329,113.94048628647106,1547944606.0
49,22.555140506985055,113.9404852941126,22.555140572159925,113.94047907135867,1547944736.0
50,22.555325529987353,113.9403703178217,22.555324372022117,113.9404809048364,1547950376.0
51,22.55492854030871,113.94030933047168,22.55492631613567,113.94036497283095,1547950456.0
52,22.554720523217053,113.94039331315042,22.554720354542358,113.94036570214298,1547950466.0
53,22.5545935167209,113.94042430676805,22.554593166062798,113.94036689957767,1547950476.0
54,22.55427251549525,113.94042430680913,22.554272183298,113.94036992150622,1547950486.0
